EquipID,System,EquipType,Point Name,Descriptor,Function,Point Type,Engineering Units,Slope,Intercept,Sensor Type,COV Trend,Collection,Panel Samples,PC Samples,COV Limit,Trend Interval 1,Collection 1,Panel Samples 1,PC Days 1,Trend Interval 2,Collection 2,Panel Samples 2,PC Days 2,Trend Interval 3,Collection 3,Panel Samples 3,PC Days 3,Trend Interval 4,Collection 4,Panel Samples 4,PC Days 4,EquipRef,Display Mode,BLN Type,BLN Sys Name,Node Identifer,Device Sys Name,BACnet Object type,BACnet Object Instance,BACnet Object Name,BACnet Device Instance,Address Type DHCP?,IP address,UDP port,BACnet network,MSTP Address,MSTP network,Apogee Pt type,Virtual,IP Port,Insight Node Number,FLN Device Sys Name,LocalRef,AppInstanceID,Medium,Memo
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.103:MTR SETUP,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.103:NGT OVRD,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LDO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.103:RM STPT DIAL,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAI,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.103:RM STPT MAX,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.103:RM STPT MIN,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.103:ROOM TEMP,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAI,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.103:STPT DIAL,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LDO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.103:VLV1 COMD,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAO,NO,5033,100000,BSHC.VAV.103,,,,
vav.103,Air Distribution,VAV Box,BSHC.VAV.103:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.103:VLV1 POS,1770113,Static,10.27.72.11,47808,1,BACD:13,17701,LAO,NO,5033,100000,BSHC.VAV.103,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.105:AIR VOLUME,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAI,NO,5033,100000,BSHC.VAV.105,,,VAV Box Air Volume,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.105:AUX TEMP AI3,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAI,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:CAL AIR,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:CHK OUT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CHK STATUS,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CLG MAX,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CLG MIN,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CLG LOOPOUT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CTL MAX,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CTL STPT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CTL TEMP,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:CTLR ADDRESS,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:DAY.NGT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.105:DI 2,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDI,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.105:DI 3,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDI,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:DMPR COMD,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,VAV Box Damper Command,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:DMPR POS,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:DO 5,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:DUCT AREA,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:FLOW COEFF,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:FLOW STPT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:HEAT.COOL,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:HTG MAX,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:HTG MIN,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:HTG LOOPOUT,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:MTR SETUP,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:NGT OVRD,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.105:RM STPT DIAL,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAI,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:RM STPT MAX,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:RM STPT MIN,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.105:ROOM TEMP,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAI,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.105:STPT DIAL,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LDO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:VLV1 COMD,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.105,Air Distribution,VAV Box,BSHC.VAV.105:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.105:VLV1 POS,1770114,Static,10.27.72.11,47808,1,BACD:14,17701,LAO,NO,5033,100000,BSHC.VAV.105,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.107CR:AIR VOLUME,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAI,NO,5033,100000,BSHC.VAV.107CR,,,VAV Box Air Volume,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.107CR:AUX TEMP AI3,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAI,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:CAL AIR,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:CHK OUT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CHK STATUS,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CLG MAX,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CLG MIN,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CLG LOOPOUT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CTL MAX,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CTL STPT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CTL TEMP,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:CTLR ADDRESS,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:DAY.NGT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.107CR:DI 2,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDI,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.107CR:DI 3,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDI,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:DMPR COMD,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,VAV Box Damper Command,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:DMPR POS,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:DO 5,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:DUCT AREA,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:FLOW COEFF,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:FLOW STPT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:HEAT.COOL,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:HTG MAX,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:HTG MIN,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:HTG LOOPOUT,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.107CR:MTR SETUP,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.107CR:NGT OVRD,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LDO,NO,5033,100000,BSHC.VAV.107CR,,,,
vav.107cr,Air Distribution,VAV Box,BSHC.VAV.107CR:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.107CR:RM STPT DIAL,1770116,Static,10.27.72.11,47808,1,BACD:16,17701,LAI,NO,5033,100000,BSHC.VAV.107CR,,,,
